username,tanggal,tweet,sentimen
pkmjangkar,2022-03-07 23:58:20,".update jadwal vaksinasi covid-19 UPT Puskesmas Jangkar

Selasa, 08 Maret 2022
""Vaksin Aman""
""Vaksin Halal""
""Masyarakat Sehat""
""Indonesia Kuat

@dinkes_situbondo 
RaniSudibyo,2022-03-05 12:38:17,"Kita sebenernya sudah ga asing sm vaksin, ye kan? Dari kecil kita sdh vaksin dan imunisasi u/melindungi kita dr berbagai penyakit. 

Terkait vaksin Covid-19, selain melindungi kita dr virus, ini dia 4 manfaat yg bisa kita rasakan: https://t.co/9YRv3bBCjE"
RaniSudibyo,2022-03-05 12:37:38,"Vaksinasi emg bukanlah obat yg menyembuhkan Covid-19 secara total. Namun, kata para ahli, klopun km terkena Covid-19 setelah vaksinasi, vaksin akan mencegah tubuhmu dr infeksi &amp; gejala penyakit Covid-19 yg jauh lbh fatal, krn tubuhmu kini pny sistem pertahanan tubuh yg lebih kuat https://t.co/AcyNn81J43"
DaraSagita99,2022-03-05 12:37:14,"Kita sebenernya sudah ga asing sm vaksin, ye kan? Dari kecil kita sdh vaksin dan imunisasi u/melindungi kita dr berbagai penyakit. 

Terkait vaksin Covid-19, selain melindungi kita dr virus, ini dia 4 manfaat yg bisa kita rasakan: https://t.co/9YRv3bBCjE"
NgkongRoses,2022-03-05 12:37:10,"Slamat malam,
just info kesehatan: demam tinggi n badan terasa remuk tadi pagi dinihari 2.30 am, saya ke RS n dinyatakan + Covid. Dilihat gejalanya: Omicron. Dapat obat banyak.
Alhamdulillah skarang lebih baik dari 2 hari lalu.
saya udah vaksin 2x n booster.

@MamiaAja 
#Cryptos https://t.co/O14dn1g5xq"
yenny_changg,2022-03-05 12:36:51,"Meski telah dinyatakan sembuh, penyintas Covid-19 berisiko alami Long Covid. Apakah hal ini juga berlaku bagi penyintas Covid-19 varian Omicron? Kemudian, bisakah vaksin mencegah Long Covid?

Saya coba menjawab:"
DaraSagita99,2022-03-05 12:36:26,Nah ini dia lengkapnya manfaat vaksin Covid-19 yg wajib diketahui https://t.co/5K08fLXhrj
DaraSagita99,2022-03-05 12:36:24,"Prokes tetap harus dilakukan walaulun sdh vaksin karena vaksin bukan 100% kebal covid, tp meningkatkan sistem imun kita dan meminimalisir gejala yg diakibatkan oleh virus https://t.co/qX7XFVAWh1"
polresrembang86,2022-03-05 12:36:12,Apa Saja Fakta Tentang Vaksin Covid-19? https://t.co/STnJVRHsM8
NidyaLuna,2022-03-05 12:35:58,"Kita sebenernya sudah ga asing sm vaksin, ye kan? Dari kecil kita sdh vaksin dan imunisasi u/melindungi kita dr berbagai penyakit. 

Terkait vaksin Covid-19, selain melindungi kita dr virus, ini dia 4 manfaat yg bisa kita rasakan: https://t.co/9YRv3bBCjE"
IAmRenegade1111,2022-03-05 12:35:37,"Ibu bapa dakwa KKM cuba nafikan anak meninggal dunia akibat vaksin Covid-19
https://t.co/Zhswk42353"
NidyaLuna,2022-03-05 12:34:54,"Vaksinasi emg bukanlah obat yg menyembuhkan Covid-19 secara total. Namun, kata para ahli, klopun km terkena Covid-19 setelah vaksinasi, vaksin akan mencegah tubuhmu dr infeksi &amp; gejala penyakit Covid-19 yg jauh lbh fatal, krn tubuhmu kini pny sistem pertahanan tubuh yg lebih kuat https://t.co/AcyNn81J43"
NidyaLuna,2022-03-05 12:34:40,Nah ini dia lengkapnya manfaat vaksin Covid-19 yg wajib diketahui https://t.co/5K08fLXhrj
NidyaLuna,2022-03-05 12:34:22,"Prokes tetap harus dilakukan walaulun sdh vaksin karena vaksin bukan 100% kebal covid, tp meningkatkan sistem imun kita dan meminimalisir gejala yg diakibatkan oleh virus https://t.co/qX7XFVAWh1"
MiyuriScarlet,2022-03-05 12:34:11,"“Ah tapi ini kan teori aja, akal-akalan orang Barat”

Pengetahuan tentang genetika ini bukan hanya membuat kita menikmati pengetahuan scientific, tetapi juga vaksin COVID yang anda nikmati, yang mungkin jadi alasan anda tetap bertahan hidup untuk bisa ejek science “hanya teori”."
kaukutangkap_,2022-03-05 12:34:05,"Prokes tetap harus dilakukan walaulun sdh vaksin karena vaksin bukan 100% kebal covid, tp meningkatkan sistem imun kita dan meminimalisir gejala yg diakibatkan oleh virus https://t.co/qX7XFVAWh1"
kaukutangkap_,2022-03-05 12:34:02,Nah ini dia lengkapnya manfaat vaksin Covid-19 yg wajib diketahui https://t.co/5K08fLXhrj
Marbot_Udien,2022-03-05 12:33:48,"Slamat malam,
just info kesehatan: demam tinggi n badan terasa remuk tadi pagi dinihari 2.30 am, saya ke RS n dinyatakan + Covid. Dilihat gejalanya: Omicron. Dapat obat banyak.
Alhamdulillah skarang lebih baik dari 2 hari lalu.
saya udah vaksin 2x n booster.

@MamiaAja 
#Cryptos https://t.co/O14dn1g5xq"
kaukutangkap_,2022-03-05 12:33:42,"Vaksinasi emg bukanlah obat yg menyembuhkan Covid-19 secara total. Namun, kata para ahli, klopun km terkena Covid-19 setelah vaksinasi, vaksin akan mencegah tubuhmu dr infeksi &amp; gejala penyakit Covid-19 yg jauh lbh fatal, krn tubuhmu kini pny sistem pertahanan tubuh yg lebih kuat https://t.co/AcyNn81J43"
ichigotalks,2022-03-05 12:31:20,"Slamat malam,
just info kesehatan: demam tinggi n badan terasa remuk tadi pagi dinihari 2.30 am, saya ke RS n dinyatakan + Covid. Dilihat gejalanya: Omicron. Dapat obat banyak.
Alhamdulillah skarang lebih baik dari 2 hari lalu.
saya udah vaksin 2x n booster.

@MamiaAja 
#Cryptos https://t.co/O14dn1g5xq"
siticeriaselalu,2022-03-05 12:31:17,"Persyaratan masuk ke Jerman: menunjukkan bukti vaksinasi Covid-19, bukti telah sembuh dari Covid-19 ATAU bukti tes antigen atau PCR dengan hasil negatif.

Vaksin yang berlaku di Jerman ialah AstraZeneca,BionTech/Pfizer, Moderna, Johnson &amp;Johnson."
AlleaMirela,2022-03-05 12:30:53,"Prokes tetap harus dilakukan walaulun sdh vaksin karena vaksin bukan 100% kebal covid, tp meningkatkan sistem imun kita dan meminimalisir gejala yg diakibatkan oleh virus https://t.co/qX7XFVAWh1"
InkaBelaaa,2022-03-05 12:30:52,"Prokes tetap harus dilakukan walaulun sdh vaksin karena vaksin bukan 100% kebal covid, tp meningkatkan sistem imun kita dan meminimalisir gejala yg diakibatkan oleh virus https://t.co/qX7XFVAWh1"
fikahapsari168,2022-03-05 12:30:52,"Prokes tetap harus dilakukan walaulun sdh vaksin karena vaksin bukan 100% kebal covid, tp meningkatkan sistem imun kita dan meminimalisir gejala yg diakibatkan oleh virus https://t.co/qX7XFVAWh1"
AxelFian,2022-03-05 12:30:52,"Prokes tetap harus dilakukan walaulun sdh vaksin karena vaksin bukan 100% kebal covid, tp meningkatkan sistem imun kita dan meminimalisir gejala yg diakibatkan oleh virus https://t.co/qX7XFVAWh1"
VianPermatasari,2022-03-05 12:30:52,"Prokes tetap harus dilakukan walaulun sdh vaksin karena vaksin bukan 100% kebal covid, tp meningkatkan sistem imun kita dan meminimalisir gejala yg diakibatkan oleh virus https://t.co/qX7XFVAWh1"
AxelFian,2022-03-05 12:30:27,Nah ini dia lengkapnya manfaat vaksin Covid-19 yg wajib diketahui https://t.co/5K08fLXhrj
AlleaMirela,2022-03-05 12:30:27,Nah ini dia lengkapnya manfaat vaksin Covid-19 yg wajib diketahui https://t.co/5K08fLXhrj
InkaBelaaa,2022-03-05 12:30:27,Nah ini dia lengkapnya manfaat vaksin Covid-19 yg wajib diketahui https://t.co/5K08fLXhrj
fikahapsari168,2022-03-05 12:30:27,Nah ini dia lengkapnya manfaat vaksin Covid-19 yg wajib diketahui https://t.co/5K08fLXhrj
VianPermatasari,2022-03-05 12:30:27,Nah ini dia lengkapnya manfaat vaksin Covid-19 yg wajib diketahui https://t.co/5K08fLXhrj
mediaindonesia,2022-03-05 12:28:38,147 Juta Orang Terima Vaksin Covid-19 Dosis Lengkap. Jumlah penyuntikan dosis pertama juga meningkat. Sebanyak 203.986 orang mendapatkan penyuntikan dosis pertama vaksin covid-19.  https://t.co/DgNsegYywW
ritasunarti2,2022-03-05 12:28:06,"“Ah tapi ini kan teori aja, akal-akalan orang Barat”

Pengetahuan tentang genetika ini bukan hanya membuat kita menikmati pengetahuan scientific, tetapi juga vaksin COVID yang anda nikmati, yang mungkin jadi alasan anda tetap bertahan hidup untuk bisa ejek science “hanya teori”."
AlleaMirela,2022-03-05 12:28:06,"Vaksinasi emg bukanlah obat yg menyembuhkan Covid-19 secara total. Namun, kata para ahli, klopun km terkena Covid-19 setelah vaksinasi, vaksin akan mencegah tubuhmu dr infeksi &amp; gejala penyakit Covid-19 yg jauh lbh fatal, krn tubuhmu kini pny sistem pertahanan tubuh yg lebih kuat https://t.co/AcyNn81J43"
InkaBelaaa,2022-03-05 12:28:06,"Vaksinasi emg bukanlah obat yg menyembuhkan Covid-19 secara total. Namun, kata para ahli, klopun km terkena Covid-19 setelah vaksinasi, vaksin akan mencegah tubuhmu dr infeksi &amp; gejala penyakit Covid-19 yg jauh lbh fatal, krn tubuhmu kini pny sistem pertahanan tubuh yg lebih kuat https://t.co/AcyNn81J43"
fikahapsari168,2022-03-05 12:28:06,"Vaksinasi emg bukanlah obat yg menyembuhkan Covid-19 secara total. Namun, kata para ahli, klopun km terkena Covid-19 setelah vaksinasi, vaksin akan mencegah tubuhmu dr infeksi &amp; gejala penyakit Covid-19 yg jauh lbh fatal, krn tubuhmu kini pny sistem pertahanan tubuh yg lebih kuat https://t.co/AcyNn81J43"
VianPermatasari,2022-03-05 12:28:06,"Vaksinasi emg bukanlah obat yg menyembuhkan Covid-19 secara total. Namun, kata para ahli, klopun km terkena Covid-19 setelah vaksinasi, vaksin akan mencegah tubuhmu dr infeksi &amp; gejala penyakit Covid-19 yg jauh lbh fatal, krn tubuhmu kini pny sistem pertahanan tubuh yg lebih kuat https://t.co/AcyNn81J43"
AxelFian,2022-03-05 12:28:06,"Vaksinasi emg bukanlah obat yg menyembuhkan Covid-19 secara total. Namun, kata para ahli, klopun km terkena Covid-19 setelah vaksinasi, vaksin akan mencegah tubuhmu dr infeksi &amp; gejala penyakit Covid-19 yg jauh lbh fatal, krn tubuhmu kini pny sistem pertahanan tubuh yg lebih kuat https://t.co/AcyNn81J43"
detikHealth,2022-03-05 12:27:50,"Banyak dari masyarakat kebingungan soal aturan perjalanan di tengah pandemi COVID-19. Berikut aturan lengkap pengguna moda transportasi udara, darat, dan laut. https://t.co/dQmcTLJqBm"
hafizahmkamal,2022-03-05 12:26:50,Tak pernah sangka yang sekarang ni sampai dah tahap kita bukan lagi tanya soalan kau dah vaksin ke belum tapi kita tanya kau dah pernah kena covid ke belum? Depan belakang kiri kanan orang +. Moga kita semua dilindungi sentiasa.
Ind0nesia_Maju,2022-03-05 12:22:22,"Persyaratan masuk ke Jerman: menunjukkan bukti vaksinasi Covid-19, bukti telah sembuh dari Covid-19 ATAU bukti tes antigen atau PCR dengan hasil negatif.

Vaksin yang berlaku di Jerman ialah AstraZeneca,BionTech/Pfizer, Moderna, Johnson &amp;Johnson."
AlleaMirela,2022-03-05 12:21:42,"Kita sebenernya sudah ga asing sm vaksin, ye kan? Dari kecil kita sdh vaksin dan imunisasi u/melindungi kita dr berbagai penyakit. 

Terkait vaksin Covid-19, selain melindungi kita dr virus, ini dia 4 manfaat yg bisa kita rasakan: https://t.co/9YRv3bBCjE"
InkaBelaaa,2022-03-05 12:21:42,"Kita sebenernya sudah ga asing sm vaksin, ye kan? Dari kecil kita sdh vaksin dan imunisasi u/melindungi kita dr berbagai penyakit. 

Terkait vaksin Covid-19, selain melindungi kita dr virus, ini dia 4 manfaat yg bisa kita rasakan: https://t.co/9YRv3bBCjE"
AxelFian,2022-03-05 12:21:42,"Kita sebenernya sudah ga asing sm vaksin, ye kan? Dari kecil kita sdh vaksin dan imunisasi u/melindungi kita dr berbagai penyakit. 

Terkait vaksin Covid-19, selain melindungi kita dr virus, ini dia 4 manfaat yg bisa kita rasakan: https://t.co/9YRv3bBCjE"
fikahapsari168,2022-03-05 12:21:42,"Kita sebenernya sudah ga asing sm vaksin, ye kan? Dari kecil kita sdh vaksin dan imunisasi u/melindungi kita dr berbagai penyakit. 

Terkait vaksin Covid-19, selain melindungi kita dr virus, ini dia 4 manfaat yg bisa kita rasakan: https://t.co/9YRv3bBCjE"
VianPermatasari,2022-03-05 12:21:42,"Kita sebenernya sudah ga asing sm vaksin, ye kan? Dari kecil kita sdh vaksin dan imunisasi u/melindungi kita dr berbagai penyakit. 

Terkait vaksin Covid-19, selain melindungi kita dr virus, ini dia 4 manfaat yg bisa kita rasakan: https://t.co/9YRv3bBCjE"
_NRahayu,2022-03-05 12:21:34,Tak pernah sangka yang sekarang ni sampai dah tahap kita bukan lagi tanya soalan kau dah vaksin ke belum tapi kita tanya kau dah pernah kena covid ke belum? Depan belakang kiri kanan orang +. Moga kita semua dilindungi sentiasa.
BPOMJakarta,2022-03-05 12:19:39,"Persetujuan EUA Vaksin Sinopharm ini menambah alternatif vaksin booster homolog untuk platform inactivated virus.

Mari tetap menerapkan protokol kesehatan dan menyukseskan vaksinasi sebagai upaya kunci dalam memutus rantai penyebaran COVID-19."
BPOMJakarta,2022-03-05 12:19:26,"Reposted from @bpom_ri UPDATE VAKSIN COVID-19 BOOSTER

#SahabatBPOM, pada 2 Februari 2022 Badan POM memberikan persetujuan izin penggunaan darurat untuk tambahan regimen booster homolog pada vaksin COVID-19 yaitu Sinopharm. https://t.co/25eGi6l7tn"
FaridMa04390721,2022-03-05 12:11:24,"@SisiwittFrida Lahh nslh pandemi covid 19 siapa yg bisa mengelak ibu..? Negara super power aja sempat goncang dibuatnya. Apalagi seperti Indonesia yg hanya sebagai negara berkembang. Apalgi rakyatnya yg sebagian pada tolol disuruh vaksin aja banyak yg tdk mau. Padahal gratis,gimana kalau bayar."
zaimizzat10,2022-03-05 12:10:18,"Amik la vaksin ke booster ke apa guys..covid punya barai dh satu hal..post-covid (long covid) punya effect lg barai..symptoms dtg on off tetiba and catch you by surprise, klu cmni dorg kata mild tk sure la tara mana klu severe.."
FaktualN,2022-03-05 12:09:59,Mengedukasi Wali Murid MI An Nazwa Pentingnya Vaksin COVID-19 Oleh Bhabinkamtibmas https://t.co/1DMfQ2UQe3
syahminaza1207,2022-03-05 12:08:09,"Amik la vaksin ke booster ke apa guys..covid punya barai dh satu hal..post-covid (long covid) punya effect lg barai..symptoms dtg on off tetiba and catch you by surprise, klu cmni dorg kata mild tk sure la tara mana klu severe.."
adriandanarw,2022-03-05 12:04:42,"“Ah tapi ini kan teori aja, akal-akalan orang Barat”

Pengetahuan tentang genetika ini bukan hanya membuat kita menikmati pengetahuan scientific, tetapi juga vaksin COVID yang anda nikmati, yang mungkin jadi alasan anda tetap bertahan hidup untuk bisa ejek science “hanya teori”."
UwaSodik,2022-03-05 12:04:42,"COVID SUDAI USAI

Wathoni20:Disini masih ngibul Omipret siluman,Gubernur Florida justru tegur mahasiswa yg masih pake masker sambil bilang kopit udh selesai,lega bgt yak bisa merdeka gitu. #covid #vaksin #masker #Yangpentinghalal #DramaOTW https://t.co/QwOD6ud2mA https://t.co/jEXBPZi2W2"
UwaSodik,2022-03-05 12:02:33,"ANAK HEBAT ANTI FUCK-SIN

TOP TERKINI:Wow, Anak SD Ini Tak Mempan Disuntik Vaksin #anaksd #vaksin #covid #aneh #kebal https://t.co/SiNSbtCuBa https://t.co/KUUEJIjq0y"
bpssumsel,2022-03-05 12:00:46,"Seiring dengan adanya peningkatan penyebaran varian baru Covid-19 Omicron, Kementerian Kesehatan telah menerbitkan surat edaran terkait pelaksanaan akselarasi vaksinsi dosis lanjutan. Pemberian dosis 3 adalah upaya memperbaiki efektifitas vaksin primer yang telah menurun."
RenoYuuki,2022-03-05 12:00:00,Departemen Agama Islam Selangor Jadikan Vaksin Booster Covid-19 Syarat Shalat Jumat https://t.co/Ula5FybnkZ
YuukiShiro7,2022-03-05 11:57:44,"Covid tuh bukan sakitnya yg bikin susah bgt tuh gejalanya akhir2 Alhamdulillah lebih ringan ggr dah pd vaksin. Tp after sickny itu lho ada aja keluhan di badan. Ya yg gampang sakit radang, susah makan, badan gampang cape, dll"
DailyPahang,2022-03-05 11:53:53,"Jabatan Kesihatan Negeri (JKN) Pahang memaklumkan seramai 40,150 kanak-kanak berusia antara lima hingga 11 tahun di negeri ini sudah menerima suntikan vaksin menerusi Program Imunisasi COVID-19 Kebangsaan Kanak-kanak (PicKids)
#Malaysia #berita #terkini
https://t.co/N0K8aT68WK https://t.co/UeCLeC1ScE"
aiman_aizu,2022-03-05 11:53:45,Tak pernah sangka yang sekarang ni sampai dah tahap kita bukan lagi tanya soalan kau dah vaksin ke belum tapi kita tanya kau dah pernah kena covid ke belum? Depan belakang kiri kanan orang +. Moga kita semua dilindungi sentiasa.
BuletinTV9,2022-03-05 11:53:40,"Tiada Arahan Peniaga Bazar Wajib Dos Penggalak 

Kementerian Kesihatan (KKM) tidak mengeluarkan sebarang arahan atau ketetapan supaya suntikan dos penggalak vaksin COVID-19 diwajibkan bagi pembukaan bazar oleh peniaga tempatan.

https://t.co/7I2GbmlaDy"
mingswons,2022-03-05 11:53:33,"@indocarats aku dah 2 kali, pas covid pertama, sama pas omicron dua minggu lalu bareng wonwoo. tp gejalanya gak separah yg pertama krn dah vaksin jg kayknya"
timbang_lego,2022-03-05 11:50:08,"Justru aku mencintai keluargaku makanya aku meyakinkan mereka bahwa VAKSIN COVID itu sama sekali  TIDAK AMAN dan sama sekali TIDAK BRRMANFAAT buat keluarga kami.

Apelooooo.... apelooooo....
😎 https://t.co/N2852E62PI"
timbang_lego,2022-03-05 11:49:58,"@LtdAkbar Negara kita terbanyak kematian anak oleh Covid kok malah koar2,  Kan aneh smntr negara lain tidak. Tujuan menggenjot vaksin malah mempertontonkan kegagalan dan ke tidak mampuan mrk tp kok ya netijen bego aja msh anggap orang2 ini pahlawan pandemi 🙄"
OmHeri17,2022-03-05 11:43:59,"@kumandisendiri @warujati1 @John62707619 sebalinya tahu dr mana kalau vaksin itu madu/obat/penawar covid, udah diuji sendiri ?"
LtdAkbar,2022-03-05 11:42:59,"@LtdAkbar Negara kita terbanyak kematian anak oleh Covid kok malah koar2,  Kan aneh smntr negara lain tidak. Tujuan menggenjot vaksin malah mempertontonkan kegagalan dan ke tidak mampuan mrk tp kok ya netijen bego aja msh anggap orang2 ini pahlawan pandemi 🙄"
FYudiWibowo4,2022-03-05 11:42:32,"@Adiiiinnnnnn aku br aja kena covid Din, jd hrs nunggu 3 bln lg untuk vaksin boosternya...."
antaintiom,2022-03-05 11:40:46,"@ern_eindee @ejoyzeck People can treat covid like a normal flu if they wish, but a normal flu will never cause permanent damage to your organs. Tak percaya vaksin sudah lah, tapi jangan nak sindir orang yang nak ambil."
marSyaheedAS,2022-03-05 11:39:52,"@StopPlandemit Ini penyebabnya, menurut pengakuan karyawan Pfizer bhw dalam vaksin covid ada zat yang mampu mempengaruhi syaraf, dmn penerima vax menjadi patuh. ada yakni, obedience training platform. https://t.co/qMHFmib3Y2"
pikobar_jabar,2022-03-05 11:37:27,"Untuk informasi terkait COVID-19 kunjungi situs resmi Penanganan COVID-19 dan Pemulihan Ekonomi Nasional https://t.co/rtD9wiOYut. Berbagai informasi mengenai vaksin COVID-19 tersedia di https://t.co/bqhYY2APqd

@Sumber : @lawancovid19_id https://t.co/ueJMEy7rGG"
Alva1588,2022-03-05 11:36:38,"Sampurasun Wargi !

Majelis Ulama Indonesia (MUI) menerbitkan Fatwa MUI Nomor 8 Tahun 2022 tentang Produk Vaksin COVID-19 Merah Putih. https://t.co/BU8WGGLKoG"
pikobar_jabar,2022-03-05 11:36:04,"Sampurasun Wargi !

Majelis Ulama Indonesia (MUI) menerbitkan Fatwa MUI Nomor 8 Tahun 2022 tentang Produk Vaksin COVID-19 Merah Putih. https://t.co/BU8WGGLKoG"
lindayusra2,2022-03-05 11:35:49,"#SahabatBPOM, pada 2 Februari 2022 Badan POM memberikan persetujuan izin penggunaan darurat untuk tambahan regimen booster homolog pada vaksin COVID-19 yaitu Sinopharm. https://t.co/9ZjVAKDDjm"
koramil_jenar,2022-03-05 11:30:39,Babinsa Desa Bagor bersama Tim Nakes Puskesmas Miri melaksanakan Serbuan Vaksin Dosis 3 ( Booster ) kepada Masyarakat Desa Bagor guna menekan penyebaran Covid-19. https://t.co/E76QQGH9jb
totoksuyoto1,2022-03-05 11:29:50,"DPR RI mengapresiasi capaian vaksinasi nasional Covid-19 saat ini.

Berdasarkan data Kementerian Kesehatan hingga Kamis 3 Maret 2022 pukul 18.00 WIB, sebanyak 146,305,278 orang menerima vaksin dosis kedua atau setara 70,25%. https://t.co/7qLoX0gR64"
ZeihanZainal,2022-03-05 11:27:45,Tak pernah sangka yang sekarang ni sampai dah tahap kita bukan lagi tanya soalan kau dah vaksin ke belum tapi kita tanya kau dah pernah kena covid ke belum? Depan belakang kiri kanan orang +. Moga kita semua dilindungi sentiasa.
Reen_Kanaoshi,2022-03-05 11:27:40,Tak pernah sangka yang sekarang ni sampai dah tahap kita bukan lagi tanya soalan kau dah vaksin ke belum tapi kita tanya kau dah pernah kena covid ke belum? Depan belakang kiri kanan orang +. Moga kita semua dilindungi sentiasa.
Nabichaa,2022-03-05 11:24:15,Tak pernah sangka yang sekarang ni sampai dah tahap kita bukan lagi tanya soalan kau dah vaksin ke belum tapi kita tanya kau dah pernah kena covid ke belum? Depan belakang kiri kanan orang +. Moga kita semua dilindungi sentiasa.
perdanamentari,2022-03-05 11:24:07,"Aku kali ke-2 kena Covid-19 ni. So pengalaman aku, Covid-19 yang ke-2 ni tak berat. Tak bergejala, cuma selsema, tak demam, tak batuk. Berbeza masa 1st kena haritu bulan 8 tahun lepas.
Aku amik vaksin dose 1, dose 2 &amp; booster. Jadi di sini bagi aku booster tu berkesan."
Chandraadisty21,2022-03-05 11:23:24,Pake outfit sertifikat vaksin covid agar diizinkan masuk theater XXI 🤧🤧🤧 https://t.co/bjlq7lxtxA
fikrahpahang,2022-03-05 11:18:40,"JKN Pahang memaklumkan seramai 40,150 kanak-kanak berusia antara lima hingga 11 tahun di negeri ini sudah menerima suntikan vaksin menerusi Program Imunisasi COVID-19 Kebangsaan Kanak-kanak (PicKids) setakat ini.
#kuantan #PICKids #pahang
https://t.co/AssSPH5VZL"
blackkrosez,2022-03-05 11:18:19,Tak pernah sangka yang sekarang ni sampai dah tahap kita bukan lagi tanya soalan kau dah vaksin ke belum tapi kita tanya kau dah pernah kena covid ke belum? Depan belakang kiri kanan orang +. Moga kita semua dilindungi sentiasa.
